Restaurant Name;Country Code;City
Madan's Kabab Centre;1;New Delhi
Midnight Fries;1;New Delhi
Moradabadi Biryani;1;New Delhi
Namdhari's Icecream & Bakers;1;New Delhi
Pahariya Chicken Corner;1;New Delhi
Pahariya Chicken;1;New Delhi
Pappi Machhi Wala;1;New Delhi
Pizza Hut Delivery;1;New Delhi
Polka Cakes & Coffee;1;New Delhi
Punjabi Joint;1;New Delhi
Rain Tree Grill;1;New Delhi
Resunga Food Corner;1;New Delhi
Shri Ram Poori Wale;1;New Delhi
Supa's Restaurant;1;New Delhi
Swad Fast Food;1;New Delhi
Syall Kotian Da Dhaba;1;New Delhi
The Krib;1;New Delhi
Turtle Bay;1;New Delhi
Yakooz;1;New Delhi
Above & Beyond;1;New Delhi
Bawa Chicken;1;New Delhi
Chatore;1;New Delhi
Chocomore;1;New Delhi
Clay 1 Grill;1;New Delhi
Firangi Island;1;New Delhi
Jeet Chaat Bhandar;1;New Delhi
Mr. Grill;1;New Delhi
Tikka Junction;1;New Delhi
Momos Hut & Chinese Food;1;New Delhi
Wah Ji Wah;1;New Delhi
Yo! China;1;New Delhi
Aapki Apni Rasoi;1;New Delhi
Aapki Rasoi;1;New Delhi
Advance Bakery;1;New Delhi
Apni Rasoi;1;New Delhi
Bakeyard;1;New Delhi
Bharat Chicken Inn Foods;1;New Delhi
Bobby Veg Corner;1;New Delhi
Brunch Point;1;New Delhi
Bunty Dhaba;1;New Delhi
Chandni Chowk Ka Sonu Parathe Wala;1;New Delhi
Chankya;1;New Delhi
Chaudhary Di Hatti;1;New Delhi
Cook Du Kdu;1;New Delhi
Daawat Restaurant;1;New Delhi
Delhi Dairy;1;New Delhi
Domino's Pizza;1;New Delhi
Domino's Pizza;1;New Delhi
F 2 Pastry Shop;1;New Delhi
Food Villa;1;New Delhi
Goosebumps;1;New Delhi
Gulab;1;New Delhi
Health Buzzz;1;New Delhi
Jain Dhaba;1;New Delhi
Jeeta Kulfi Walle;1;New Delhi
Kamal Meat House;1;New Delhi
Katyani Rasoi;1;New Delhi
Magic Masala;1;New Delhi
Masala Magic;1;New Delhi
Mother Sweets;1;New Delhi
Panj Taara;1;New Delhi
Prince Fried N Grilled Chicken;1;New Delhi
Punjabi's Veg Grill;1;New Delhi
Raja Chat Corner;1;New Delhi
Rajshree;1;New Delhi
Sachdeva Chicken Corner;1;New Delhi
Shree Rathnam;1;New Delhi
Sialkot;1;New Delhi
Singh-O-Singh Kebabs;1;New Delhi
Super Snacks;1;New Delhi
Tandoori Night;1;New Delhi
The Chaupal Bar And Restaurant;1;New Delhi
The Grill Point;1;New Delhi
The Roll Hut;1;New Delhi
Triveni;1;New Delhi
Gokul Foods;1;New Delhi
Papa Pizza;1;New Delhi
Aalishaan;1;New Delhi
Amritsari Chaat Bhandar;1;New Delhi
Bansal Foods;1;New Delhi
Bhatia Chinese Food;1;New Delhi
Break Fast Junction;1;New Delhi
Breakfast Hut;1;New Delhi
Buddy 's. Pizza;1;New Delhi
Chai Garam;1;New Delhi
Deepu Fish & Chicken;1;New Delhi
deliKitchen;1;New Delhi
Dial A Cake;1;New Delhi
Fuel Diet Cafe;1;New Delhi
GO CHATZ With Breadz;1;New Delhi
Goldy Chat Bhandar;1;New Delhi
Green Chick Chop;1;New Delhi
Hungry Heights;1;New Delhi
Kebabish;1;New Delhi
Khalsa Dhaba;1;New Delhi
Khanna's Hot Pizza;1;New Delhi
Lets Eat Veg;1;New Delhi
Mitra Da Dhabha;1;New Delhi
Murliwala Bakers;1;New Delhi
Panjabi Chic-Shoppe;1;New Delhi
Raj Petha Bhandar;1;New Delhi
Ramlal Sweets;1;New Delhi
Sanjha Chula Baba Da;1;New Delhi
Sri Krishna;1;New Delhi
Sugandh Corner;1;New Delhi
The Friends Cafe;1;New Delhi
The Muffin Girl;1;New Delhi
Rainbows;1;New Delhi
The Nest;1;New Delhi
Burger Head Quarter BHQ;1;New Delhi
Chez Jerome - Q Cafe;1;New Delhi
Mr. Billiken;1;New Delhi
Mulligan Cafe;1;New Delhi
Naya Adda;1;New Delhi
OCD - Online Cake Delivery;1;New Delhi
Puja Sandwich House;1;New Delhi
Ambersari Dhaba;1;New Delhi
Arabian Knites;1;New Delhi
Aryan's Rajasthani Pyaz Ki Kachori;1;New Delhi
Aviram's Chinese Kitchen;1;New Delhi
Bhagwan Sweets;1;New Delhi
Chawla;1;New Delhi
Chinese Hut;1;New Delhi
Flavourz;1;New Delhi
Lets Bake Love;1;New Delhi
Mahadev Dhaba;1;New Delhi
Sethi's Food Corner;1;New Delhi
Sethi's Restaurant;1;New Delhi
Sindhi Kulfi;1;New Delhi
Sri Kamakshi Vilas;1;New Delhi
The Midnight Hub - C;1;New Delhi
Anand Ji;1;New Delhi
Happy Hakka;1;New Delhi
Oberoi's;1;New Delhi
Relax Restaurant;1;New Delhi
Al-Rihan;1;New Delhi
All Day 99;1;New Delhi
Anna Dosa;1;New Delhi
Chick Chicken House;1;New Delhi
Chicken King;1;New Delhi
Choco Kraft;1;New Delhi
Cocoalicious Delights;1;New Delhi
FNV;1;New Delhi
Food En Vouge;1;New Delhi
Food Junction;1;New Delhi
Gian Ji Punjabi Dhaba;1;New Delhi
Govinda;1;New Delhi
Intermission;1;New Delhi
Karma Cafe & Lounge;1;New Delhi
Lotes Bakes;1;New Delhi
New Anna Ka Dosa;1;New Delhi
New Sethi's;1;New Delhi
Punjab Sweets;1;New Delhi
Shri Ram Dhaba;1;New Delhi
Standard Punjabi Food;1;New Delhi
Sunrise Bakery;1;New Delhi
Taste of Spice;1;New Delhi
The Celiac Kitchen;1;New Delhi
Aggarwal Sweet Corner;1;New Delhi
Behrouz Biryani;1;New Delhi
Biryani Blues;1;New Delhi
Burger King;1;New Delhi
Domino's Pizza;1;New Delhi
Gopal (Sindhi) Restaurant;1;New Delhi
Kabul Delhi;1;New Delhi
Khan Chacha;1;New Delhi
Pizza Hut Delivery;1;New Delhi
Punjabi Jaika;1;New Delhi
Rozy Restaurant;1;New Delhi
Taj Cafe;1;New Delhi
Tewari Sweets;1;New Delhi
The Burger Hut & Cake Shop;1;New Delhi
Angel's Basket;1;New Delhi
Bikanervala;1;New Delhi
Haldiram's;1;New Delhi
Moon of Taj;1;New Delhi
Tongue Thai'd;1;New Delhi
Udupi Sai Sarover;1;New Delhi
Wagh Bakri Tea Lounge;1;New Delhi
K2 Multi Cuisine Restaurant;1;New Delhi
Tibet Kitchen;1;New Delhi
Baba Nagpal Corner;1;New Delhi
Burger Street;1;New Delhi
Dilli Zaika;1;New Delhi
Mughal Chic Inn;1;New Delhi
Nutrition Theka;1;New Delhi
Punjabi Chaap Corner;1;New Delhi
Samosa Street;1;New Delhi
Shanu's Chicken Planet;1;New Delhi
Shanu's Food Shop;1;New Delhi
Bigbee;1;New Delhi
Delhi 6 Cafe;1;New Delhi
Lala Ji Sweets;1;New Delhi
MK's Chinese Food;1;New Delhi
Nirvana The Divine Kitchen;1;New Delhi
Preechen;1;New Delhi
Rahul Eggs;1;New Delhi
7 Stick;1;New Delhi
Aashirwad Restaurant;1;New Delhi
Amar Bakery;1;New Delhi
Apni Rasoi;1;New Delhi
Baked Buns;1;New Delhi
Banspi;1;New Delhi
Benchmark;1;New Delhi
Bobby Tikki Wala;1;New Delhi
Cafe Coffee Day;1;New Delhi
Cafe Coffee Day;1;New Delhi
Canteeno;1;New Delhi
Chai Mantra;1;New Delhi
Chandni Chowk ke Mashhoor Makkhan Wale Paranthe;1;New Delhi
Chandni Chowk Parantha Corner;1;New Delhi
Chauhan Laxmi Sweets;1;New Delhi
Chawla's The Cake Room;1;New Delhi
China Town;1;New Delhi
Domino's Pizza;1;New Delhi
Faasos;1;New Delhi
Fast Trax;1;New Delhi
Finger Licious;1;New Delhi
Gulshan Pastry Shop;1;New Delhi
Handa's;1;New Delhi
Homely Delight;1;New Delhi
Jahangeer Foods;1;New Delhi
Kaleva;1;New Delhi
Laxmi Vaishno Dhaba;1;New Delhi
Little Pleasure Restaurant & Cafe;1;New Delhi
Mauryan Multi Cuisine Restaurant;1;New Delhi
Mehta Food Junction;1;New Delhi
Om Bikaner Wale;1;New Delhi
Ovenstory Pizza;1;New Delhi
Prasadam;1;New Delhi
Priyanshi Fast Food;1;New Delhi
Punjabi Tadka;1;New Delhi
Pyaali;1;New Delhi
Ruby Dhaba;1;New Delhi
Shree Manakamna Fast Food;1;New Delhi
The Chinese Hut;1;New Delhi
The Chinese Hut;1;New Delhi
The Chinese Kitchen;1;New Delhi
Twenty Four Seven;1;New Delhi
Vegie Kitchen;1;New Delhi
Behrouz Biryani;1;New Delhi
Burger King;1;New Delhi
Mohit di Hatti;1;New Delhi
Play Pizza;1;New Delhi
Sushiya Express;1;New Delhi
Tantrum Coffee Bar;1;New Delhi
Chawla's Tandoori Junction;1;New Delhi
Chennai Express Greens;1;New Delhi
Omi Pizza;1;New Delhi
South Indian & Chinese Fast Food;1;New Delhi
The Khoj Cafe Restaurent;1;New Delhi
Bharat Chicken Inn;1;New Delhi
Nathu's Sweets;1;New Delhi
Wah Ji Wah;1;New Delhi
QD's Restaurant;1;New Delhi
Henri's Bar - Le Meridien;1;New Delhi
Le Belvedere - Le Meridien;1;New Delhi
Longitude - Le Meridien;1;New Delhi
Nero - Le Meridien;1;New Delhi
The One - Le Meridien;1;New Delhi
Eau De Monsoon - Le Meridien;1;New Delhi
Slounge - Lemon Tree Premier;1;New Delhi
Al Bake;1;New Delhi
Al-Bawarchi;1;New Delhi
Big Dragon;1;New Delhi
BTW;1;New Delhi
Capital Curry;1;New Delhi
Domino's Pizza;1;New Delhi
Ekta's Kitchen;1;New Delhi
Gopal's;1;New Delhi
Moti Mahal Delux;1;New Delhi
Open Oven;1;New Delhi
Relax Xpress;1;New Delhi
Roll Club;1;New Delhi
SM Gopal Ice Cream & Cakes;1;New Delhi
Bangla Sweet Corner;1;New Delhi
Chinois;1;New Delhi
Dawat;1;New Delhi
Establishment Ristorante;1;New Delhi
Ganesha Sweets & Restaurant;1;New Delhi
Gopala;1;New Delhi
Green Chick Chop;1;New Delhi
Hot Chimney;1;New Delhi
Icon;1;New Delhi
Juneja's Eating Plaza;1;New Delhi
Lodhi Knights;1;New Delhi
Ram Singh's Bhoj;1;New Delhi
Republic of Chicken;1;New Delhi
Slice of Italy;1;New Delhi
Subway;1;New Delhi
The Altitude Cafe and Deli;1;New Delhi
Tokyo Mon Amour;1;New Delhi
Bhane;1;New Delhi
Celeste;1;New Delhi
Chidambaram's New Madras Hotel;1;New Delhi
CJ's Fresh;1;New Delhi
Elma's Brasserie;1;New Delhi
Kunafa;1;New Delhi
Lahori Gate;1;New Delhi
M I Food Center;1;New Delhi
Sugar Blossoms;1;New Delhi
Eywa by Saby @ Celeste;1;New Delhi
Cafe Coffee Day;1;New Delhi
Guppy;1;New Delhi
Ping's Cafн© Orient;1;New Delhi
The All American Diner;1;New Delhi
Armaan's Restaurant;1;New Delhi
Garden Chef;1;New Delhi
Golooji's Chat Waat;1;New Delhi
Oriental Lee;1;New Delhi
Peshawari Restaurant;1;New Delhi
Tikka Town;1;New Delhi
Titu Restaurant;1;New Delhi
Vijay Dhaba;1;New Delhi
Wild Willy;1;New Delhi
Diva Spiced;1;New Delhi
Granma's Homemade;1;New Delhi
Karim's;1;New Delhi
Sab Ki Khatir;1;New Delhi
Golden Bakery;1;New Delhi
Krishan Sweets;1;New Delhi
Rai Ji Caterers;1;New Delhi
Szoun Chinese Food;1;New Delhi
Yummy Mummy @ Delhi;1;New Delhi
Lodi - The Garden Restaurant;1;New Delhi
Aggarwal Sweets & Restaurant;1;New Delhi
Ashirwad Dhaba;1;New Delhi
Barichi Restaurant;1;New Delhi
Bikaner Sweets;1;New Delhi
Bikaner;1;New Delhi
Chatori Zubaan 2;1;New Delhi
Chinese Mania;1;New Delhi
Da Pizza Corner;1;New Delhi
Dhaba Cash 'N' Carry Kitchen;1;New Delhi
Dom Dang Kins Restaurant;1;New Delhi
First Choice;1;New Delhi
Hungry Hut;1;New Delhi
Le Seasons Restaurant;1;New Delhi
Moti Mahal Delux;1;New Delhi
Popsy's;1;New Delhi
Prabhu;1;New Delhi
Saptagiri;1;New Delhi
Spice Hut;1;New Delhi
Taste of Vishal;1;New Delhi
The Tandoori Night;1;New Delhi
Traffic Jaam;1;New Delhi
Tripti;1;New Delhi
Uttaranchal Dhaba & Restaurant;1;New Delhi
Wah Ji Wah;1;New Delhi
Resto 37;1;New Delhi
Aakash Sweets & Caterers;1;New Delhi
Aapka Mangal Restaurant;1;New Delhi
Al-Karim;1;New Delhi
Apna Dhaba;1;New Delhi
Burger Wala;1;New Delhi
Cafe Highway;1;New Delhi
Cake Point;1;New Delhi
Chatori Zubaan Chur Chur Naan;1;New Delhi
Coffee Shop;1;New Delhi
Colonel's Kebabs & Curries;1;New Delhi
Dhaba Cash 'n' Carry Kitchen Chur Chur Naan;1;New Delhi
Dolphin - The Food Cafe;1;New Delhi
First Treat Bakers;1;New Delhi
Flavours Of Delhi;1;New Delhi
Foresto Lawn & Restaurant;1;New Delhi
Jain Sweets & Bakers;1;New Delhi
JD's Restaurant;1;New Delhi
Just Vada Pav;1;New Delhi
Kaka De Dhaba;1;New Delhi
Kolcata Bengali Dhaba;1;New Delhi
Kukkuu Da Dhaba;1;New Delhi
M&S Coffee Cafe;1;New Delhi
Malabar Style Kitchen;1;New Delhi
Mathura Lassi Wala;1;New Delhi
Metropolitan Cafe;1;New Delhi
Mr. Bake;1;New Delhi
Mughal-E-Zaika;1;New Delhi
Mukesh Bhojnalaya;1;New Delhi
New Royal Blue Dhaba;1;New Delhi
New Sharma Chicken Corner;1;New Delhi
Pakwan;1;New Delhi
Pizza Corner;1;New Delhi
Pokhreli Kitchen;1;New Delhi
Rasoi;1;New Delhi
Satya Dhaba;1;New Delhi
Sha-O-Lin Chinese Fast Food;1;New Delhi
Shahi Chicken Corner;1;New Delhi
Shama Muradabadi;1;New Delhi
Sunil Punjabi Dhaba;1;New Delhi
Sunita Dhaba;1;New Delhi
Taste of India;1;New Delhi
U.P. Al-Flah Restaurant;1;New Delhi
Vaishno Da Dhaba;1;New Delhi
Yadav Sweets;1;New Delhi
The Cavalry Bar - Maidens Hotel;1;New Delhi
The Curzon Room - Maidens Hotel;1;New Delhi
The Garden Terrace - Maidens Hotel;1;New Delhi
Ama Rabsel House;1;New Delhi
Cafe Plus;1;New Delhi
Hornbill;1;New Delhi
Orange Cafe & Restaurant;1;New Delhi
ABC Restaurant;1;New Delhi
Achi Restaurant;1;New Delhi
Asian House Restaurant;1;New Delhi
Cafe 59;1;New Delhi
Drepung Loselling;1;New Delhi
Dus Bab;1;New Delhi
DZI House;1;New Delhi
Good Luck Cafe;1;New Delhi
Kathmandu;1;New Delhi
Kullu Manali Restaurant;1;New Delhi
Lhamo's Kitchen;1;New Delhi
Lhasa Manthang Restaurant;1;New Delhi
Lhasa Thali House;1;New Delhi
Little Tibet;1;New Delhi
Lotus House Restaurant;1;New Delhi
Mahi Rasoi;1;New Delhi
New Open Restaurant;1;New Delhi
Rooftop Restaurant;1;New Delhi
Somang House Restaurant;1;New Delhi
Tandoori Khazana;1;New Delhi
Tsopema Restaurant;1;New Delhi
33 Food;1;New Delhi
Burger Point;1;New Delhi
Cafe Blur;1;New Delhi
Cafe Coffee Day;1;New Delhi
Cafe Rendezvous;1;New Delhi
Cakes & Bakes;1;New Delhi
Chatorey Chacha;1;New Delhi
Chilli Dragon;1;New Delhi
DCK- Dana Choga's Kitchen;1;New Delhi
Divya's Rimpy Restaurant;1;New Delhi
Express Dhaba;1;New Delhi
Go Foodie;1;New Delhi
Health Pan;1;New Delhi
Karim's;1;New Delhi
Karuna;1;New Delhi
Kathi;1;New Delhi
King Chilly Kitchen;1;New Delhi
Kolhapuri Veg Non-Veg Foods;1;New Delhi
Mehfil Dhaba;1;New Delhi
Moti Mahal Delux - Legendary Culinary;1;New Delhi
Open Oven;1;New Delhi
Paapi Paet;1;New Delhi
Pepper Corn Express;1;New Delhi
Pinch Of China;1;New Delhi
Pizza Hut Delivery;1;New Delhi
Punjabee's Darbar;1;New Delhi
Ramjee's;1;New Delhi
Rollmaal;1;New Delhi
Shaolin;1;New Delhi
Subway;1;New Delhi
The Chocolate Room;1;New Delhi
The Delhi Heights;1;New Delhi
Thok (The House of Kakori);1;New Delhi
Uloo;1;New Delhi
Vadapav Junction & More;1;New Delhi
Behrouz Biryani;1;New Delhi
Beliram Degchiwala;1;New Delhi
Bhukkhar;1;New Delhi
Biryani Blues;1;New Delhi
Bun Intended;1;New Delhi
Casa Asia;1;New Delhi
Chic Fish;1;New Delhi
Dunkin' Donuts;1;New Delhi
Farratta;1;New Delhi
Flavors of Chennai;1;New Delhi
Food For Thought;1;New Delhi
FreshMenu;1;New Delhi
Giani's;1;New Delhi
Gopala;1;New Delhi
Green Chick Chop;1;New Delhi
Hunger Must Die;1;New Delhi
Kolkata Kathi Roll;1;New Delhi
Max Grille and Kitchen;1;New Delhi
Moti Sweets;1;New Delhi
Nazeer Foods;1;New Delhi
Nikashee;1;New Delhi
Noodle Box;1;New Delhi
Pema's;1;New Delhi
Plumber - The Lounge;1;New Delhi
Pudding & Pie;1;New Delhi
RP's Restaurant;1;New Delhi
Soi Thai;1;New Delhi
Speedy Chow;1;New Delhi
Stoned Age Kitchen;1;New Delhi
Suribachi;1;New Delhi
Swagath;1;New Delhi
The Delhi Canteen;1;New Delhi
The Grill Kitchen;1;New Delhi
The Midnight Heroes;1;New Delhi
The Salad Bowl;1;New Delhi
Domino's Pizza;1;New Delhi
Food Army;1;New Delhi
Moti Restaurant;1;New Delhi
New Baba Da Dhaba;1;New Delhi
Tunday Kababi;1;New Delhi
Dilli BC;1;New Delhi
Litti.In;1;New Delhi
Nizam's Kathi Kabab;1;New Delhi
Pepper Kitchen;1;New Delhi
Rustom's Cafe & Bakery;1;New Delhi
Salad Days;1;New Delhi
Stop My Starvation;1;New Delhi
Sushi Junction;1;New Delhi
Vero Gusto;1;New Delhi
Snack Junction;1;New Delhi
Turant;1;New Delhi
Snacks Point;1;New Delhi
The Sweet Spot;1;New Delhi
Kafe @ Museum;1;New Delhi
Friends Cafe;1;New Delhi
Aromas of Pind;1;New Delhi
Apna Dhaba and Caters;1;New Delhi
Green Chick Chop;1;New Delhi
Jai Shree Durga South Indian Corner;1;New Delhi
Malabar Catering House;1;New Delhi
Meenakshi Bhawan;1;New Delhi
New Raja Sweets;1;New Delhi
Pizza Treat;1;New Delhi
Pudding & Pie;1;New Delhi
Rita Chinese Food;1;New Delhi
Vibes of Punjab;1;New Delhi
Ramji Di Hatti & Caterers;1;New Delhi
Spicy Tadka;1;New Delhi
Mr. Tandoori Lal;1;New Delhi
Om Sweets & Caterers;1;New Delhi
Sardar Ji Take Away & Caterers;1;New Delhi
9 is Mine;1;New Delhi
Aashirwad;1;New Delhi
Aggarwal Sweet & Bakers;1;New Delhi
Amit Hotel;1;New Delhi
Angrezee Dhaba;1;New Delhi
Ankur Family Restaurant;1;New Delhi
Bansal Sweet;1;New Delhi
Baskin Robbins;1;New Delhi
Caravan Resto Bar;1;New Delhi
Celebration Multi Cuisine Restaurant;1;New Delhi
Chatto Chapati;1;New Delhi
Chawla'sЊ_;1;New Delhi
China Town;1;New Delhi
China Town;1;New Delhi
Dazzle Pastry Shop;1;New Delhi
Delicacy Foods;1;New Delhi
Dolphin Rolls;1;New Delhi
Durbar Restaurant;1;New Delhi
Ever Green Pastry Shop;1;New Delhi
Evergreen Sweets Corner;1;New Delhi
Great Plates By AJ;1;New Delhi
Green Chick Chop;1;New Delhi
Haqeem's;1;New Delhi
Himalaya Food Corner;1;New Delhi
Hot Joint Fast Food;1;New Delhi
Hyderabadi Dum Biryani;1;New Delhi
Kasturi Family Restaurant;1;New Delhi
Kerala Cafe;1;New Delhi
Keuchen Paradise;1;New Delhi
Kook For Health;1;New Delhi
Lahorian's Sweets & Bakers;1;New Delhi
Mr. Baker's;1;New Delhi
Night Food Delivery;1;New Delhi
Nine 2 Nine Snacks & Restaurant;1;New Delhi
Punjabi Mirch;1;New Delhi
Rasoi The Food Express;1;New Delhi
Republic of Chicken;1;New Delhi
Sandwichai;1;New Delhi
SB's Raisins;1;New Delhi
Shanghai Kitchen;1;New Delhi
Shiv Shakti Restaurant;1;New Delhi
Smoky Chettinad;1;New Delhi
Spice Fusion;1;New Delhi
Sweet Toof Designer Cakes;1;New Delhi
The Chef;1;New Delhi
The Edge Cafe;1;New Delhi
The Epicure - Fraser Suites;1;New Delhi
Udupidarshini Veg Restaurant;1;New Delhi
36 lebzelter;1;New Delhi
Baked Buns;1;New Delhi
Freakin Beans;1;New Delhi
Nutri Cafe;1;New Delhi
Senorita's;1;New Delhi
Village - The House of Food;1;New Delhi
Aman Vaishno Dhaba;1;New Delhi
Anupam Hotel;1;New Delhi
Bake Bank;1;New Delhi
Buzybee;1;New Delhi
Cafe Tandoor;1;New Delhi
Chawlas 2;1;New Delhi
Choksi Chinese;1;New Delhi
Desi Chulha;1;New Delhi
Fumble Foods;1;New Delhi
Games v/s Cafe;1;New Delhi
Goodies- Snacks N More;1;New Delhi
Grubhouse Cafe;1;New Delhi
Mr. Baker's;1;New Delhi
Muradabadi Chicken Biryani & Dhaba;1;New Delhi
Pakiza Restaurant;1;New Delhi
Riddhi Siddhi Restaurant;1;New Delhi
Rockers & Shockers;1;New Delhi
Saikutir Food;1;New Delhi
Satnaam Foods;1;New Delhi
Senorita's;1;New Delhi
Shri Bala Ji Rasoi;1;New Delhi
South Indian;1;New Delhi
Tip Top Eating Corner;1;New Delhi
ToLoveFromLove;1;New Delhi
Tripti Foods;1;New Delhi
U Like;1;New Delhi
Zayka chicken restaurant;1;New Delhi
Cafe Coffee Day;1;New Delhi
Food Fantasy;1;New Delhi
Just Chinese;1;New Delhi
Agarwal Bikaneri Sweets;1;New Delhi
Bikaner Sweets;1;New Delhi
Breadz;1;New Delhi
Desi Jugaad;1;New Delhi
Food Trax;1;New Delhi
Hub Tub;1;New Delhi
Malabar Foods;1;New Delhi
Mitra Di Chaap;1;New Delhi
New Hyderabadi Biryani House;1;New Delhi
New Madras Cafe;1;New Delhi
Roll Club;1;New Delhi
Sanju Cool & Hot Hut;1;New Delhi
Sethi's Kabab & Curries;1;New Delhi
South Indian Fast Food;1;New Delhi
Sweets and Spices;1;New Delhi
Urban Degchi Kitchen & Bar;1;New Delhi
Wah Ji Wah;1;New Delhi
Zaiqa Kathi Roll & Momos;1;New Delhi
Duggal Snacks;1;New Delhi
Granny's Flavour;1;New Delhi
Moustache Coffee;1;New Delhi
Pradeep Pav Bhaji;1;New Delhi
Sandwich Factory;1;New Delhi
Scorpio Cafe;1;New Delhi
Veggie-Licious;1;New Delhi
Creamy Creation;1;New Delhi
Evergreen Food Corner;1;New Delhi
K.D Corner;1;New Delhi
Slice Of Italy;1;New Delhi
Anokha Chinese Hut;1;New Delhi
Bobby Dhaba & Caterers;1;New Delhi
Clever Fox Cafe;1;New Delhi
Dana Pani;1;New Delhi
Hotel Malabar;1;New Delhi
Lumbini Fast Point;1;New Delhi
Mayur Restaurant;1;New Delhi
MOC - The American Restaurant;1;New Delhi
Muradabadi Chicken Biryani;1;New Delhi
New Aggarwal Sweet Corner;1;New Delhi
Pizza Castle;1;New Delhi
Punjabi Dhaba;1;New Delhi
Qureshi Chicken Corner;1;New Delhi
Samarpan Fast Food;1;New Delhi
Shaan-E-Tandoorz;1;New Delhi
Sonu Sudh Bhojnalaya;1;New Delhi
The Test;1;New Delhi
True Blue;1;New Delhi
Zaika Kathi Rolls;1;New Delhi
Baked Buns;1;New Delhi
A One Muradabadi;1;New Delhi
Annapurna;1;New Delhi
Cake Walkers;1;New Delhi
Harish And Sonu Sudh Bhojnalya;1;New Delhi
Mitra Da Dhaba;1;New Delhi
Munchies Midnight Delivery;1;New Delhi
Muradabadi Chicken Corner;1;New Delhi
Riyaz Chicken Corner;1;New Delhi
Romano's Pizza;1;New Delhi
Royal Spice;1;New Delhi
Sonu Bhojanalya;1;New Delhi
The Deshi Bites;1;New Delhi
Green Chick Chop;1;New Delhi
Mahara Hotel;1;New Delhi
Malik Vegetarian Rasoi;1;New Delhi
Yash Aadi Food Corner;1;New Delhi
#hashtag;1;New Delhi
Al Zaika;1;New Delhi
Ashiyan Foods;1;New Delhi
Bake My Day;1;New Delhi
Bhutani Chaap;1;New Delhi
China Pan;1;New Delhi
Chinese Fast Food;1;New Delhi
Dilkhush Punjabi Dhaba;1;New Delhi
Dragun Hut;1;New Delhi
Giani's;1;New Delhi
Kathi House;1;New Delhi
Kerala Kitchen & Restaurant;1;New Delhi
Retro Kichen;1;New Delhi
The China Town;1;New Delhi
The Urban Dhaba;1;New Delhi
Twenty Four Seven;1;New Delhi
McDonald's;1;New Delhi
Moti Mahal Delux Tandoori Trail;1;New Delhi
Pizza Hut;1;New Delhi
Dill's Chawla Chik-Inn;1;New Delhi
Tandoori Zaaika;1;New Delhi
Aap Ki Khatir;1;New Delhi
Aggarwal Sweets;1;New Delhi
Baskin Robbins;1;New Delhi
Bikaner Sweets;1;New Delhi
Bollywood Khana;1;New Delhi
Cake And Bakes;1;New Delhi
Cake Point;1;New Delhi
Chinese Corner;1;New Delhi
Choudhary Dhaba;1;New Delhi
Green Chick Chop;1;New Delhi
Green Chick Chop;1;New Delhi
Gujjar Dhaba;1;New Delhi
Hotel Aditi;1;New Delhi
JMD Food Palace;1;New Delhi
Kitchen Namaste;1;New Delhi
Lajawab Chicken & Fish Fry;1;New Delhi
Lotus Kitchen;1;New Delhi
Manami Japanese Restaurant;1;New Delhi
Manna Sweets & Restaurant;1;New Delhi
Moets Curry Pot;1;New Delhi
Mr. Sub;1;New Delhi
New Gaurav Dhaba;1;New Delhi
Pandit Ji Ki Apni Rasoi;1;New Delhi
Rajdhani Restaurant;1;New Delhi
Saraswati Food Corner;1;New Delhi
Shri Balaji Bhojnalaya;1;New Delhi
Swadist Bhojnalaya;1;New Delhi
Swiss Gourmessa;1;New Delhi
Truly Yours;1;New Delhi
Uttrakhand Hotel;1;New Delhi
Vandana Food Corner;1;New Delhi
Zaika Biryani;1;New Delhi
Buzz;1;New Delhi
Lighthouse 13;1;New Delhi
Berco's;1;New Delhi
The Great Kabab Factory;1;New Delhi
The Tea Place by Manjushree;1;New Delhi
Victoria;1;New Delhi
Aces - The Card Room;1;New Delhi
Curzon - The Royal Bar;1;New Delhi
London Eye - The Open Lounge;1;New Delhi
Lord's - The Sports Lounge;1;New Delhi
Viceroy - The Coffee Shop;1;New Delhi
Munch Nation;1;New Delhi
34, Chowringhee Lane;1;New Delhi
Any Time Food;1;New Delhi
Bikaner Sweet House;1;New Delhi
Domino's Pizza;1;New Delhi
Giani;1;New Delhi
Grand Plaza;1;New Delhi
Great Wall;1;New Delhi
Healthy Food Station;1;New Delhi
Hostess Tasty Bites;1;New Delhi
Hot Pot;1;New Delhi
Kabab Factory;1;New Delhi
Keventers;1;New Delhi
Krishna Sweet House;1;New Delhi
Mitraz;1;New Delhi
Nut Khut Chaats & Snacks;1;New Delhi
Subway;1;New Delhi
The Host;1;New Delhi
Chacha Di Hatti;1;New Delhi
Cocoberry;1;New Delhi
Eating Corner;1;New Delhi
El Posto;1;New Delhi
McDonald's;1;New Delhi
Pizza Station;1;New Delhi
Puri Bakers;1;New Delhi
JAIL - Behind The Bar;1;New Delhi
Curry Shurry;1;New Delhi
Frontier;1;New Delhi
Hari Om Bhojnalaya;1;New Delhi
Nirmal's;1;New Delhi
Sardar A Pure Meat Shop;1;New Delhi
The Dragon Hucks;1;New Delhi
Green Chick Chop;1;New Delhi
New Arjun Bombay Pav Bhaji;1;New Delhi
Sweeter Delight;1;New Delhi
Madaari;1;New Delhi
